Time (hrs), Estradiol (pg/mL)
-0.09195402298851008, 3.3448825826321524
1.7879948914431623, 3.197125520174552
3.9131545338441924, 11.230636675282781
7.8365261813537685, 33.04001906542743
11.841634738186464, 44.370749234633095
23.85696040868455, 54.24810720636491
35.954022988505756, 46.32623879447837
47.96934865900383, 45.29450585711929
59.9029374201788, 39.66965480577096
72.00000000000001, 39.49898256613319
83.93358876117497, 31.864562136794447
85.97701149425288, 23.391079579827334
96.03065134099617, 8.727382720123202
108.04597701149427, 6.116702414343067
