Time (hrs), Estradiol (pg/mL)
4.096137922555961, 6.006161389349927
8.036317485111788, 15.067272681252959
12.055915331518179, 20.669834141473316
16.156652601053658, 23.822484008952813
22.04073604015027, 22.06844059719195
34.0778923998684, 26.196101402583878
46.01374741919505, 20.958197287397724
59.923257436876504, 22.34017088454266
72.03024287589358, 17.389725955575827
83.97667060793097, 18.34774245103253
87.97168075035887, 9.541186212083431
91.89415716605015, 8.227732760584487
